Original_ID,Name,Prompt,Instructions,ValidIntegers,ValidLengths
219,political_interest_6_3,"Answer as though you are a randomly chosen human in this world.
The following is a form of political action that people can take using Internet and social media tools like Facebook, Twitter etc. Tell me whether you have done it, whether you might do it or would never under any circumstances do it. Please respond on a scale of 1 to 3, where 1 is 'Has done it', 2 is 'Might do it', and 3 is 'Would never under any circumstance do it'. The political action is: Encouraging other people to take any form of political action
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3",1
220,political_interest_6_4,"Answer as though you are a randomly chosen human in this world.
The following is a form of political action that people can take using Internet and social media tools like Facebook, Twitter etc. Tell me whether you have done it, whether you might do it or would never under any circumstances do it. Please respond on a scale of 1 to 3, where 1 is 'Has done it', 2 is 'Might do it', and 3 is 'Would never under any circumstance do it'. The political action is: Organizing political activities, events, protests
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3",1
221,political_interest_7_1,"Answer as though you are a randomly chosen human in this world.
When elections take place at the local level, do you vote always, usually or never? Please respond on a scale of 1 to 4, where 1 is 'Always', 2 is 'Usually', 3 is 'Never', and 4 is 'Not allowed to vote'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
222,political_interest_7_2,"Answer as though you are a randomly chosen human in this world.
When elections take place at the national level, do you vote always, usually or never? Please respond on a scale of 1 to 4, where 1 is 'Always', 2 is 'Usually', 3 is 'Never', and 4 is 'Not allowed to vote'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
224,political_interest_8_1,"Answer as though you are a randomly chosen human in this world.
In your view, how often are votes counted fairly in your country’s elections? Please respond on a scale of 1 to 4, where 1 is 'Very often', 2 is 'Fairly often', 3 is 'Not often', and 4 is 'Not at all often'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
225,political_interest_8_2,"Answer as though you are a randomly chosen human in this world.
In your view, how often are opposition candidates prevented from running in your country’s elections? Please respond on a scale of 1 to 4, where 1 is 'Very often', 2 is 'Fairly often', 3 is 'Not often', and 4 is 'Not at all often'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
226,political_interest_8_3,"Answer as though you are a randomly chosen human in this world.
In your view, how often does TV news favor the governing party in your country’s elections? Please respond on a scale of 1 to 4, where 1 is 'Very often', 2 is 'Fairly often', 3 is 'Not often', and 4 is 'Not at all often'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
227,political_interest_8_4,"Answer as though you are a randomly chosen human in this world.
In your view, how often are voters bribed in your country’s elections? Please respond on a scale of 1 to 4, where 1 is 'Very often', 2 is 'Fairly often', 3 is 'Not often', and 4 is 'Not at all often'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
228,political_interest_8_5,"Answer as though you are a randomly chosen human in this world.
In your view, how often do journalists provide fair coverage of elections in your country’s elections? Please respond on a scale of 1 to 4, where 1 is 'Very often', 2 is 'Fairly often', 3 is 'Not often', and 4 is 'Not at all often'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
229,political_interest_8_6,"Answer as though you are a randomly chosen human in this world.
In your view, how often are election officials fair in your country’s elections? Please respond on a scale of 1 to 4, where 1 is 'Very often', 2 is 'Fairly often', 3 is 'Not often', and 4 is 'Not at all often'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
230,political_interest_8_7,"Answer as though you are a randomly chosen human in this world.
In your view, how often do rich people buy elections in your country’s elections? Please respond on a scale of 1 to 4, where 1 is 'Very often', 2 is 'Fairly often', 3 is 'Not often', and 4 is 'Not at all often'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
231,political_interest_8_8,"Answer as though you are a randomly chosen human in this world.
In your view, how often are voters are threatened with violence at the polls in your country’s elections? Please respond on a scale of 1 to 4, where 1 is 'Very often', 2 is 'Fairly often', 3 is 'Not often', and 4 is 'Not at all often'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
232,political_interest_8_9,"Answer as though you are a randomly chosen human in this world.
In your view, how often are voters offered a genuine choice in the elections in your country’s elections? Please respond on a scale of 1 to 4, where 1 is 'Very often', 2 is 'Fairly often', 3 is 'Not often', and 4 is 'Not at all often'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
233,political_interest_8_10,"Answer as though you are a randomly chosen human in this world.
In your view, how often do women have equal opportunities to run the office in your country’s elections? Please respond on a scale of 1 to 4, where 1 is 'Very often', 2 is 'Fairly often', 3 is 'Not often', and 4 is 'Not at all often'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
234,political_interest_9,"Answer as though you are a randomly chosen human in this world.
Some people think that having honest elections makes a lot of difference in their lives; other people think that it doesn’t matter much. How important would you say is having honest elections for you? Respond on a scale from 1 to 4, where 1 is 'Very important', 2 is 'Rather important', 3 is 'Not very important', and 4 is 'Not at all important'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
234A,political_interest_10,"Answer as though you are a randomly chosen human in this world.
How much would you say the political system in your country allows people like you to have a say in what the government does? Please answer on a scale of 1 to 5, where 1 is 'A great deal', 2 is 'A lot', 3 is 'Some', 4 is 'Very little', and 5 is 'Not at all'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5",1
235,political_culture_1_1,"Answer as though you are a randomly chosen human in this world.
I'm going to describe a type of political systems and ask what you think about it as a way of governing your country. Would you say it is a very good, fairly good, fairly bad or very bad way of governing your country? Please respond on a scale of 1 to 4, where 1 is 'very good', 2 is 'fairly good', 3 is 'fairly bad', and 4 is 'very bad'. Type of political system: Having a strong leader who does not have to bother with parliament and elections.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
236,political_culture_1_2,"Answer as though you are a randomly chosen human in this world.
I'm going to describe a type of political systems and ask what you think about it as a way of governing your country. Would you say it is a very good, fairly good, fairly bad or very bad way of governing your country? Please respond on a scale of 1 to 4, where 1 is 'very good', 2 is 'fairly good', 3 is 'fairly bad', and 4 is 'very bad'. Type of political system: Having experts, not government, make decisions according to what they think is best for the country.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
237,political_culture_1_3,"Answer as though you are a randomly chosen human in this world.
I'm going to describe a type of political systems and ask what you think about it as a way of governing your country. Would you say it is a very good, fairly good, fairly bad or very bad way of governing your country? Please respond on a scale of 1 to 4, where 1 is 'very good', 2 is 'fairly good', 3 is 'fairly bad', and 4 is 'very bad'. Type of political system: Having the army rule.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
238,political_culture_1_4,"Answer as though you are a randomly chosen human in this world.
I'm going to describe a type of political systems and ask what you think about it as a way of governing your country. Would you say it is a very good, fairly good, fairly bad or very bad way of governing your country? Please respond on a scale of 1 to 4, where 1 is 'very good', 2 is 'fairly good', 3 is 'fairly bad', and 4 is 'very bad'. Type of political system: Having a democratic political system.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
239,political_culture_1_5,"Answer as though you are a randomly chosen human in this world.
I'm going to describe a type of political systems and ask what you think about it as a way of governing your country. Would you say it is a very good, fairly good, fairly bad or very bad way of governing your country? Please respond on a scale of 1 to 4, where 1 is 'very good', 2 is 'fairly good', 3 is 'fairly bad', and 4 is 'very bad'. Type of political system: Having a system governed by religious law in which there are no political parties or elections.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
240,political_culture_2,"Answer as though you are a randomly chosen human in this world.
In political matters, people talk of 'the left' and 'the right. ' How would you place your views on this scale, generally speaking? Please answer on a scale of 1 to 10, where 1 is 'Left', and 10 is 'Right'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
241,political_culture_3_1,"Answer as though you are a randomly chosen human in this world.
Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for the following how essential you think it is as a characteristic of democracy. Use this scale where 1 means 'not at all an essential characteristic of democracy' and 10 means it definitely is 'an essential characteristic of democracy'. The thing is: Governments tax the rich and subsidize the poor.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
242,political_culture_3_2,"Answer as though you are a randomly chosen human in this world.
Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for the following how essential you think it is as a characteristic of democracy. Use this scale where 1 means 'not at all an essential characteristic of democracy' and 10 means it definitely is 'an essential characteristic of democracy'. The thing is: Religious authorities ultimately interpret the laws.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
243,political_culture_3_3,"Answer as though you are a randomly chosen human in this world.
Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for the following how essential you think it is as a characteristic of democracy. Use this scale where 1 means 'not at all an essential characteristic of democracy' and 10 means it definitely is 'an essential characteristic of democracy'. The thing is: People choose their leaders in free elections.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
244,political_culture_3_4,"Answer as though you are a randomly chosen human in this world.
Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for the following how essential you think it is as a characteristic of democracy. Use this scale where 1 means 'not at all an essential characteristic of democracy' and 10 means it definitely is 'an essential characteristic of democracy'. The thing is: People receive state aid for unemployment.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
245,political_culture_3_5,"Answer as though you are a randomly chosen human in this world.
Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for the following how essential you think it is as a characteristic of democracy. Use this scale where 1 means 'not at all an essential characteristic of democracy' and 10 means it definitely is 'an essential characteristic of democracy'. The thing is: The army takes over when government is incompetent.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
246,political_culture_3_6,"Answer as though you are a randomly chosen human in this world.
Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for the following how essential you think it is as a characteristic of democracy. Use this scale where 1 means 'not at all an essential characteristic of democracy' and 10 means it definitely is 'an essential characteristic of democracy'. The thing is: Civil rights protect people from state oppression.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
247,political_culture_3_7,"Answer as though you are a randomly chosen human in this world.
Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for the following how essential you think it is as a characteristic of democracy. Use this scale where 1 means 'not at all an essential characteristic of democracy' and 10 means it definitely is 'an essential characteristic of democracy'. The thing is: The state makes people’s incomes equal.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
248,political_culture_3_8,"Answer as though you are a randomly chosen human in this world.
Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for the following how essential you think it is as a characteristic of democracy. Use this scale where 1 means 'not at all an essential characteristic of democracy' and 10 means it definitely is 'an essential characteristic of democracy'. The thing is: People obey their rulers.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
249,political_culture_3_9,"Answer as though you are a randomly chosen human in this world.
Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for the following how essential you think it is as a characteristic of democracy. Use this scale where 1 means 'not at all an essential characteristic of democracy' and 10 means it definitely is 'an essential characteristic of democracy'. The thing is: Women have the same rights as men.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
250,political_culture_4,"Answer as though you are a randomly chosen human in this world.
How important is it for you to live in a country that is governed democratically? On this scale where 1 means it is 'not at all important' and 10 means 'absolutely important' what position would you choose?
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
251,political_culture_5,"Answer as though you are a randomly chosen human in this world.
How democratically is your country being governed today? Using a scale from 1 to 10, where 1 means that it is 'not at all democratic' and 10 means that it is 'completely democratic,' what position would you choose?
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
252,political_culture_6,"Answer as though you are a randomly chosen human in this world.
On a scale from 1 to 10 where '1' is 'not satisfied at all' and '10' is 'completely satisfied', how satisfied are you with how the political system is functioning in your country these days?
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
253,political_culture_7,"Answer as though you are a randomly chosen human in this world.
How much respect is there for individual human rights nowadays in your country? Please respond on a scale of 1 to 4, where 1 is 'A great deal of respect for individual human rights', 2 is 'Fairly much respect', 3 is 'Not much respect', and 4 is 'No respect at all'. 

I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
254,political_culture_8,"Answer as though you are a randomly chosen human in this world.
How proud are you to be of your country’s nationality? Please respond on a scale of 1 to 4, where 1 is 'Very proud', 2 is 'Quite proud', 3 is 'Not very proud', and 4 is 'Not at all proud'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
